id,kShortName,kDemangledName,ground_truth,duration,overlap_ratio,slowdown,ID,Kernel Name,Compute throughput,SM,Memory throughput,DRAM throughput,Achieved occupancy,Maximum occupancy,L1 hit rate,L2 hit rate
83,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,1110709,1110932,0.0,0.0,82,ampere_sgemm_64x32_sliced1x4_nt,82.12,108,46.8,6.05,20.82,25.0,0.07,81.42
84,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",44192,43617,0.0,0.0,83,reduce_kernel,9.25,108,31.56,31.56,41.35,62.5,8.27,6.78
85,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3681,3648,0.0,0.0,84,vectorized_elementwise_kernel,0.02,108,0.51,0.09,6.21,100.0,0.0,90.15
86,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",7616,7648,0.0,0.0,85,vectorized_elementwise_kernel,4.12,108,22.84,18.88,43.56,100.0,0.0,53.93
87,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",52353,52417,0.06959574183947956,0.01756530650064123,86,vectorized_elementwise_kernel,6.56,108,76.46,76.46,87.74,100.0,0.0,46.01
88,reduce_kernel,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",71841,140579,1.0,0.9568073941064295,87,reduce_kernel,75.79,108,23.97,23.97,90.19,100.0,10.44,8.84
89,elementwise_kernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",7457,70241,1.0,8.419471637387689,88,elementwise_kernel,6.06,108,12.11,3.19,20.4,100.0,0.0,87.83
90,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, at::detail::Array<char *, (int)1>>(int, T2, T3)",69153,69217,0.9482208128061026,0.0009760216808705879,89,vectorized_elementwise_kernel,14.49,108,24.14,4.51,9.28,100.0,0.0,101.75
91,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,"fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80(PyTorchMemEffAttention::AttentionBackwardKernel<cutlass::arch::Sm80, float, (bool)1, (bool)1, (bool)0, (int)64, (int)64, (int)64, (bool)0>::Params)",1957956,1988645,0.0,0.0,90,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,36.62,108,29.88,11.24,12.17,12.5,16.88,81.87
92,CatArrayBatchedCopy_aligned16_contig,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)3, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",117314,116418,0.0,0.0,91,CatArrayBatchedCopy_aligned16_contig,58.42,108,75.04,75.04,90.94,100.0,60.0,62.85
93,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,3095354,3094617,0.0,0.0,92,ampere_sgemm_128x32_tn,88.68,108,80.07,2.25,45.64,50.0,0.18,97.12
94,ampere_sgemm_128x32_sliced1x4_nt,ampere_sgemm_128x32_sliced1x4_nt,2797875,2797043,0.0,0.0,93,ampere_sgemm_128x32_sliced1x4_nt,98.09,108,40.4,4.94,12.5,12.5,0.0,84.78
95,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",96034,98754,0.0,0.0,94,reduce_kernel,11.71,108,53.12,53.12,55.64,62.5,6.37,19.87
96,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4001,3968,0.0,0.0,95,vectorized_elementwise_kernel,0.04,108,0.56,0.17,6.18,100.0,0.0,83.72
97,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",12800,12736,0.0,0.0,96,vectorized_elementwise_kernel,6.52,108,38.7,32.99,66.54,100.0,0.0,51.3
98,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",65185,64801,0.0483943149025478,-0.1217276417355314,97,layer_norm_grad_input_kernel_vectorized,37.3,108,65.78,65.78,65.18,75.0,44.66,53.96
99,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",95970,460905,1.0,3.80259456080025,98,GammaBetaBackwardCUDAKernel_32x32,12.25,108,38.37,38.37,49.9,100.0,0.09,18.28
100,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",51681,86753,1.0,0.6786246396161065,99,vectorized_elementwise_kernel,6.6,108,72.17,72.17,88.15,100.0,28.92,40.98
101,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3904,55073,1.0,13.10681352459016,100,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.17,100.0,0.0,89.0
102,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3904,4481,1.0,0.147797131147541,101,vectorized_elementwise_kernel,0.02,108,0.5,0.1,6.19,100.0,0.0,91.69
103,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",42593,49569,1.0,0.1637827812081797,102,vectorized_elementwise_kernel,15.43,108,68.37,68.37,84.94,100.0,0.0,54.46
104,ampere_sgemm_128x64_tn,ampere_sgemm_128x64_tn,3817830,3818021,0.01049339435272881,0.004767610708568378,103,ampere_sgemm_128x64_tn,95.88,108,48.16,2.06,23.96,25.0,0.36,98.57
105,ampere_sgemm_128x128_nt,ampere_sgemm_128x128_nt,3723844,3724163,0.0,0.0,104,ampere_sgemm_128x128_nt,98.51,108,31.9,3.99,23.45,25.0,0.04,77.81
106,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",50017,50305,0.0,0.0,105,reduce_kernel,8.95,108,32.68,32.68,41.75,62.5,8.3,7.09
107,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3936,3936,0.0,0.0,106,vectorized_elementwise_kernel,0.02,108,0.7,0.09,6.19,100.0,0.0,91.22
108,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",15840,16224,0.0,0.0,107,vectorized_elementwise_kernel,7.11,108,44.36,38.03,72.96,100.0,0.0,51.84
109,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",215684,215556,0.01944738258271633,-0.03051623020446508,108,vectorized_elementwise_kernel,6.46,108,86.9,86.9,92.06,100.0,0.0,49.04
110,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",220132,463017,1.0,1.10336071084622,109,vectorized_elementwise_kernel,6.46,108,87.39,87.39,92.11,100.0,0.0,48.93
111,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_backward_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",220836,285605,1.0,0.2932900432900433,110,vectorized_elementwise_kernel,7.83,108,87.36,87.36,92.14,100.0,0.0,48.77
112,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",145155,165507,1.0,0.1402087423788364,111,vectorized_elementwise_kernel,8.57,108,84.64,84.64,88.66,100.0,0.0,61.62
113,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",149443,160899,1.0,0.07665799000287735,112,vectorized_elementwise_kernel,8.62,108,84.48,84.48,88.76,100.0,0.0,61.81
114,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",148707,154563,1.0,0.03937945086646896,113,vectorized_elementwise_kernel,8.51,108,84.01,84.01,89.27,100.0,0.0,61.59
115,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",150755,150627,0.01763296089014586,-0.04815185254300344,114,vectorized_elementwise_kernel,8.61,108,84.61,84.61,89.32,100.0,0.0,61.6
116,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",223428,223140,0.0,0.0,115,vectorized_elementwise_kernel,6.5,108,87.42,87.42,92.56,100.0,0.0,48.71
117,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",219300,220100,0.0,0.0,116,vectorized_elementwise_kernel,6.46,108,86.52,86.52,91.85,100.0,27.44,44.28
118,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",148450,147938,0.0,0.0,117,vectorized_elementwise_kernel,8.59,108,84.68,84.68,88.81,100.0,0.0,61.81
119,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",221700,222020,0.0,0.0,118,vectorized_elementwise_kernel,6.44,108,86.66,86.66,92.03,100.0,27.45,44.41
120,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,4103820,4107659,0.0,0.0,119,ampere_sgemm_128x32_tn,89.03,108,80.27,2.45,45.63,50.0,0.13,96.73
121,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,3935113,3940328,0.0,0.0,120,ampere_sgemm_64x32_sliced1x4_nt,92.97,108,53.01,6.38,23.89,25.0,0.08,82.67
122,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",119522,116034,0.0,0.0,121,reduce_kernel,11.65,108,59.71,59.71,55.58,62.5,4.89,20.78
123,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3936,4128,0.0,0.0,122,vectorized_elementwise_kernel,0.04,108,0.62,0.22,6.07,100.0,0.0,83.17
124,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",15712,15617,0.0,0.0,123,vectorized_elementwise_kernel,7.23,108,44.03,37.74,73.18,100.0,0.0,51.89
125,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",65410,65440,0.04400977995110025,0.01042144422361515,124,layer_norm_grad_input_kernel_vectorized,37.49,108,65.62,65.62,65.13,75.0,44.3,54.21
126,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",97217,550474,1.0,4.662322433319275,125,GammaBetaBackwardCUDAKernel_32x32,12.19,108,37.87,37.87,49.91,100.0,0.09,18.42
127,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",52385,105346,1.0,1.01099551398301,126,vectorized_elementwise_kernel,6.6,108,73.21,73.21,88.03,100.0,29.02,40.78
128,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4224,88578,1.0,19.97017045454545,127,vectorized_elementwise_kernel,0.02,108,0.46,0.09,6.02,100.0,0.0,90.71
129,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4096,39360,1.0,8.609375,128,vectorized_elementwise_kernel,0.02,108,0.46,0.09,6.2,100.0,0.0,92.38
130,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",42625,49440,1.0,0.1598826979472141,129,vectorized_elementwise_kernel,15.49,108,68.51,68.51,85.09,100.0,0.0,54.42
131,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,1044467,1044531,0.08143176219757958,0.0007524738603945239,130,ampere_sgemm_128x32_tn,87.81,108,80.24,2.46,45.64,50.0,0.52,97.43
132,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,1111924,1113077,0.0,0.0,131,ampere_sgemm_64x32_sliced1x4_nt,82.42,108,46.97,5.97,20.81,25.0,0.09,81.37
133,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",43585,44129,0.0,0.0,132,reduce_kernel,9.44,108,32.28,32.28,41.57,62.5,8.29,6.79
134,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4161,3936,0.0,0.0,133,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.19,100.0,0.0,92.84
135,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",7520,7680,0.0,0.0,134,vectorized_elementwise_kernel,4.04,108,22.81,18.76,42.83,100.0,0.0,54.35
136,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",52289,52769,0.07822774735166481,0.1173464826743319,135,vectorized_elementwise_kernel,6.39,108,75.97,75.97,88.36,100.0,0.0,46.04
137,reduce_kernel,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",72321,131746,1.0,0.8216838815834958,136,reduce_kernel,75.95,108,24.0,24.0,90.22,100.0,10.44,8.8
138,elementwise_kernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",7424,66690,1.0,7.983028017241379,137,elementwise_kernel,6.14,108,11.67,3.16,20.42,100.0,0.0,86.97
139,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, at::detail::Array<char *, (int)1>>(int, T2, T3)",69186,69185,0.9865866878658669,-1.465030027995327e-05,138,vectorized_elementwise_kernel,14.5,108,24.17,4.59,9.28,100.0,0.0,99.87
140,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,"fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80(PyTorchMemEffAttention::AttentionBackwardKernel<cutlass::arch::Sm80, float, (bool)1, (bool)1, (bool)0, (int)64, (int)64, (int)64, (bool)0>::Params)",1969220,1977828,0.0,0.0,139,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,36.86,108,30.08,11.26,12.15,12.5,17.16,81.78
141,CatArrayBatchedCopy_aligned16_contig,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)3, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",117154,118018,0.0,0.0,140,CatArrayBatchedCopy_aligned16_contig,57.9,108,76.04,76.04,90.76,100.0,60.0,62.81
